row_id,class_id
test_pen1_tur_cam1_20250924_112831_0004,3
test_pen1_tur_cam1_20250924_112831_0005,3
test_pen1_tur_cam1_20250924_112831_0006,3
test_pen1_tur_cam1_20250924_112831_0007,4
test_pen1_tur_cam1_20250924_112831_0008,4
test_pen1_tur_cam1_20250924_113031_0000,1
test_pen1_tur_cam1_20250924_113031_0001,2
test_pen1_tur_cam1_20250924_113031_0002,3
test_pen1_tur_cam1_20250924_113031_0003,3
test_pen1_tur_cam1_20250924_113031_0004,3
test_pen1_tur_cam1_20250924_113031_0005,3
test_pen1_tur_cam1_20250924_113031_0006,3
test_pen1_tur_cam1_20250924_113031_0007,4
test_pen1_tur_cam1_20250924_113031_0008,4
test_pen1_tur_cam1_20250924_113837_0000,3
test_pen1_tur_cam1_20250924_113837_0001,4
test_pen1_tur_cam1_20250924_113837_0002,3
test_pen1_tur_cam1_20250924_113837_0003,3
test_pen1_tur_cam1_20250924_113837_0004,0
test_pen1_tur_cam1_20250924_113837_0005,1
test_pen1_tur_cam1_20250924_113837_0006,4
test_pen1_tur_cam1_20250924_113837_0007,2
test_pen1_tur_cam1_20250924_113837_0008,4
test_pen1_tur_cam1_20250924_121856_0000,4
test_pen1_tur_cam1_20250924_121856_0001,3
test_pen1_tur_cam1_20250924_121856_0002,3
test_pen1_tur_cam1_20250924_121856_0003,4
test_pen1_tur_cam1_20250924_121856_0004,3
test_pen1_tur_cam1_20250924_121856_0005,2
test_pen1_tur_cam1_20250924_121856_0006,4
test_pen1_tur_cam1_20250924_121856_0007,4
test_pen1_tur_cam1_20250924_121856_0008,2
test_pen1_tur_cam1_20250924_122056_0000,3
test_pen1_tur_cam1_20250924_122056_0001,3
test_pen1_tur_cam1_20250924_122056_0002,3
test_pen1_tur_cam1_20250924_122056_0003,3
test_pen1_tur_cam1_20250924_122056_0004,3
test_pen1_tur_cam1_20250924_122056_0005,3
test_pen1_tur_cam1_20250924_122056_0006,3
test_pen1_tur_cam1_20250924_122056_0007,3
test_pen1_tur_cam1_20250924_122056_0008,3
test_pen1_tur_cam1_20250924_122357_0000,3
test_pen1_tur_cam1_20250924_122357_0001,3
test_pen1_tur_cam1_20250924_122357_0002,3
test_pen1_tur_cam1_20250924_122357_0003,3
test_pen1_tur_cam1_20250924_122357_0004,3
test_pen1_tur_cam1_20250924_122357_0005,3
test_pen1_tur_cam1_20250924_122357_0006,3
test_pen1_tur_cam1_20250924_122357_0007,3
test_pen1_tur_cam1_20250924_122357_0008,3
test_pen1_tur_cam1_20250924_122557_0000,3
test_pen1_tur_cam1_20250924_122557_0001,3
test_pen1_tur_cam1_20250924_122557_0002,3
test_pen1_tur_cam1_20250924_122557_0003,3
test_pen1_tur_cam1_20250924_122557_0004,3
test_pen1_tur_cam1_20250924_122557_0005,3
test_pen1_tur_cam1_20250924_122557_0006,3
test_pen1_tur_cam1_20250924_122557_0007,3
test_pen1_tur_cam1_20250924_122557_0008,3
test_pen1_tur_cam1_20250924_122659_0000,3
test_pen1_tur_cam1_20250924_122659_0001,3
test_pen1_tur_cam1_20250924_122659_0002,3
test_pen1_tur_cam1_20250924_122659_0003,3
test_pen1_tur_cam1_20250924_122659_0004,3
test_pen1_tur_cam1_20250924_122659_0005,3
test_pen1_tur_cam1_20250924_122659_0006,3
test_pen1_tur_cam1_20250924_122659_0007,3
test_pen1_tur_cam1_20250924_122659_0008,3
test_pen1_tur_cam1_20250924_122859_0000,3
test_pen1_tur_cam1_20250924_122859_0001,3
test_pen1_tur_cam1_20250924_122859_0002,3
test_pen1_tur_cam1_20250924_122859_0003,3
test_pen1_tur_cam1_20250924_122859_0004,3
test_pen1_tur_cam1_20250924_122859_0005,3
test_pen1_tur_cam1_20250924_122859_0006,3
test_pen1_tur_cam1_20250924_122859_0007,3
test_pen1_tur_cam1_20250924_122859_0008,3
test_pen1_tur_cam1_20250924_123059_0000,1
test_pen1_tur_cam1_20250924_123059_0001,3
test_pen1_tur_cam1_20250924_123059_0002,4
test_pen1_tur_cam1_20250924_123059_0003,3
test_pen1_tur_cam1_20250924_123059_0004,3
test_pen1_tur_cam1_20250924_123059_0005,3
test_pen1_tur_cam1_20250924_123059_0006,3
test_pen1_tur_cam1_20250924_123059_0007,3
test_pen1_tur_cam1_20250924_123059_0008,3
test_pen1_tur_cam1_20250924_123200_0000,4
test_pen1_tur_cam1_20250924_123200_0001,1
test_pen1_tur_cam1_20250924_123200_0002,3
test_pen1_tur_cam1_20250924_123200_0003,3
test_pen1_tur_cam1_20250924_123200_0004,3
test_pen1_tur_cam1_20250924_123200_0005,3
test_pen1_tur_cam1_20250924_123200_0006,3
test_pen1_tur_cam1_20250924_123200_0007,3
test_pen1_tur_cam1_20250924_123200_0008,4
test_pen1_tur_cam1_20250924_123400_0000,3
test_pen1_tur_cam1_20250924_123400_0001,3
test_pen1_tur_cam1_20250924_123400_0002,3
test_pen1_tur_cam1_20250924_123400_0003,3
test_pen1_tur_cam1_20250924_123400_0004,4
test_pen1_tur_cam1_20250924_123400_0005,3
test_pen1_tur_cam1_20250924_123400_0006,4
test_pen1_tur_cam1_20250924_123400_0007,4
test_pen1_tur_cam1_20250924_123400_0008,3
test_pen1_tur_cam1_20250924_123600_0000,3
test_pen1_tur_cam1_20250924_123600_0001,3
test_pen1_tur_cam1_20250924_123600_0002,3
test_pen1_tur_cam1_20250924_123600_0003,4
test_pen1_tur_cam1_20250924_123600_0004,3
test_pen1_tur_cam1_20250924_123600_0005,4
test_pen1_tur_cam1_20250924_123600_0006,3
test_pen1_tur_cam1_20250924_123600_0007,4
test_pen1_tur_cam1_20250924_123600_0008,3
test_pen1_tur_cam1_20250924_123702_0000,4
test_pen1_tur_cam1_20250924_123702_0001,3
test_pen1_tur_cam1_20250924_123702_0002,4
test_pen1_tur_cam1_20250924_123702_0003,0
test_pen1_tur_cam1_20250924_123702_0004,3
test_pen1_tur_cam1_20250924_123702_0005,3
test_pen1_tur_cam1_20250924_123702_0006,4
test_pen1_tur_cam1_20250924_123702_0007,3
test_pen1_tur_cam1_20250924_123702_0008,4
test_pen1_tur_cam1_20250924_123901_0000,2
test_pen1_tur_cam1_20250924_123901_0001,4
test_pen1_tur_cam1_20250924_123901_0002,0
test_pen1_tur_cam1_20250924_123901_0003,3
test_pen1_tur_cam1_20250924_123901_0004,1
test_pen1_tur_cam1_20250924_123901_0005,0
test_pen1_tur_cam1_20250924_123901_0006,3
test_pen1_tur_cam1_20250924_123901_0007,4
test_pen1_tur_cam1_20250924_123901_0008,4
test_pen1_tur_cam1_20250924_125607_0000,1
test_pen1_tur_cam1_20250924_125607_0001,0
test_pen1_tur_cam1_20250924_125607_0002,4
test_pen1_tur_cam1_20250924_125607_0003,2
test_pen1_tur_cam1_20250924_125607_0004,3
test_pen1_tur_cam1_20250924_125607_0005,0
test_pen1_tur_cam1_20250924_125607_0006,4
test_pen1_tur_cam1_20250924_125607_0007,0
test_pen1_tur_cam1_20250924_125607_0008,4
test_pen1_tur_cam1_20250924_130208_0000,4
test_pen1_tur_cam1_20250924_130208_0001,1
test_pen1_tur_cam1_20250924_130208_0002,3
test_pen1_tur_cam1_20250924_130208_0003,3
test_pen1_tur_cam1_20250924_130208_0004,2
test_pen1_tur_cam1_20250924_130208_0005,2
test_pen1_tur_cam1_20250924_130208_0006,4
test_pen1_tur_cam1_20250924_130208_0007,3
test_pen1_tur_cam1_20250924_130208_0008,0
test_pen1_tur_cam1_20250924_130408_0000,3
test_pen1_tur_cam1_20250924_130408_0001,4
test_pen1_tur_cam1_20250924_130408_0002,3
test_pen1_tur_cam1_20250924_130408_0003,3
test_pen1_tur_cam1_20250924_130408_0004,3
test_pen1_tur_cam1_20250924_130408_0005,3
test_pen1_tur_cam1_20250924_130408_0006,3
test_pen1_tur_cam1_20250924_130408_0007,4
test_pen1_tur_cam1_20250924_130408_0008,3
test_pen1_tur_cam1_20250924_130608_0000,3
test_pen1_tur_cam1_20250924_130608_0001,3
test_pen1_tur_cam1_20250924_130608_0002,4
test_pen1_tur_cam1_20250924_130608_0003,3
test_pen1_tur_cam1_20250924_130608_0004,0
test_pen1_tur_cam1_20250924_130608_0005,3
test_pen1_tur_cam1_20250924_130608_0006,4
test_pen1_tur_cam1_20250924_130608_0007,3
test_pen1_tur_cam1_20250924_130608_0008,3
test_pen1_tur_cam1_20250924_130909_0000,3
test_pen1_tur_cam1_20250924_130909_0001,3
test_pen1_tur_cam1_20250924_130909_0002,3
test_pen1_tur_cam1_20250924_130909_0003,4
test_pen1_tur_cam1_20250924_130909_0004,0
test_pen1_tur_cam1_20250924_130909_0005,3
test_pen1_tur_cam1_20250924_130909_0006,3
test_pen1_tur_cam1_20250924_130909_0007,3
test_pen1_tur_cam1_20250924_130909_0008,4
test_pen1_tur_cam1_20250924_131109_0000,3
test_pen1_tur_cam1_20250924_131109_0001,3
test_pen1_tur_cam1_20250924_131109_0002,4
test_pen1_tur_cam1_20250924_131109_0003,4
test_pen1_tur_cam1_20250924_131109_0004,3
test_pen1_tur_cam1_20250924_131109_0005,3
test_pen1_tur_cam1_20250924_131109_0006,3
test_pen1_tur_cam1_20250924_131109_0007,3
test_pen1_tur_cam1_20250924_131109_0008,3
test_pen1_tur_cam1_20250924_131210_0000,3
test_pen1_tur_cam1_20250924_131210_0001,3
test_pen1_tur_cam1_20250924_131210_0002,3
test_pen1_tur_cam1_20250924_131210_0003,4
test_pen1_tur_cam1_20250924_131210_0004,3
test_pen1_tur_cam1_20250924_131210_0005,1
test_pen1_tur_cam1_20250924_131210_0006,3
test_pen1_tur_cam1_20250924_131210_0007,3
test_pen1_tur_cam1_20250924_131210_0008,3
test_pen1_tur_cam1_20250924_131610_0000,3
test_pen1_tur_cam1_20250924_131610_0001,3
test_pen1_tur_cam1_20250924_131610_0002,4
test_pen1_tur_cam1_20250924_131610_0003,3
test_pen1_tur_cam1_20250924_131610_0004,4
test_pen1_tur_cam1_20250924_131610_0005,1
test_pen1_tur_cam1_20250924_131610_0006,3
test_pen1_tur_cam1_20250924_131610_0007,3
test_pen1_tur_cam1_20250924_131610_0008,3
test_pen1_tur_cam1_20250924_131712_0000,0
test_pen1_tur_cam1_20250924_131712_0001,3
test_pen1_tur_cam1_20250924_131712_0002,3
test_pen1_tur_cam1_20250924_131712_0003,4
test_pen1_tur_cam1_20250924_131712_0004,3
test_pen1_tur_cam1_20250924_131712_0005,3
test_pen1_tur_cam1_20250924_131712_0006,3
test_pen1_tur_cam1_20250924_131712_0007,4
test_pen1_tur_cam1_20250924_131712_0008,3
test_pen1_tur_cam1_20250924_131912_0000,0
test_pen1_tur_cam1_20250924_131912_0001,1
test_pen1_tur_cam1_20250924_131912_0002,4
test_pen1_tur_cam1_20250924_131912_0003,1
test_pen1_tur_cam1_20250924_131912_0004,4
test_pen1_tur_cam1_20250924_131912_0005,3
test_pen1_tur_cam1_20250924_131912_0006,3
test_pen1_tur_cam1_20250924_131912_0007,4
test_pen1_tur_cam1_20250924_131912_0008,3
test_pen1_tur_cam1_20250924_132413_0000,4
test_pen1_tur_cam1_20250924_132413_0001,4
test_pen1_tur_cam1_20250924_132413_0002,3
test_pen1_tur_cam1_20250924_132413_0003,1
test_pen1_tur_cam1_20250924_132413_0004,3
test_pen1_tur_cam1_20250924_132413_0005,3
test_pen1_tur_cam1_20250924_132413_0006,3
test_pen1_tur_cam1_20250924_132413_0007,4
test_pen1_tur_cam1_20250924_132413_0008,1
test_pen1_tur_cam1_20250924_132613_0000,3
test_pen1_tur_cam1_20250924_132613_0001,3
test_pen1_tur_cam1_20250924_132613_0002,4
test_pen1_tur_cam1_20250924_132613_0003,3
test_pen1_tur_cam1_20250924_132613_0004,3
test_pen1_tur_cam1_20250924_132613_0005,1
test_pen1_tur_cam1_20250924_132613_0006,4
test_pen1_tur_cam1_20250924_132613_0007,1
test_pen1_tur_cam1_20250924_132613_0008,3
test_pen1_tur_cam1_20250924_132914_0000,1
test_pen1_tur_cam1_20250924_132914_0001,4
test_pen1_tur_cam1_20250924_132914_0002,1
test_pen1_tur_cam1_20250924_132914_0003,3
test_pen1_tur_cam1_20250924_132914_0004,3
test_pen1_tur_cam1_20250924_132914_0005,4
test_pen1_tur_cam1_20250924_132914_0006,3
test_pen1_tur_cam1_20250924_132914_0007,3
test_pen1_tur_cam1_20250924_132914_0008,4
test_pen1_tur_cam1_20250924_135120_0000,1
test_pen1_tur_cam1_20250924_135120_0001,0
test_pen1_tur_cam1_20250924_135120_0002,1
test_pen1_tur_cam1_20250924_135120_0003,3
test_pen1_tur_cam1_20250924_135120_0004,0
test_pen1_tur_cam1_20250924_135120_0005,3
test_pen1_tur_cam1_20250924_135120_0006,0
test_pen1_tur_cam1_20250924_135120_0007,3
test_pen1_tur_cam1_20250924_135120_0008,4
test_pen1_tur_cam1_20250924_135422_0000,4
test_pen1_tur_cam1_20250924_135422_0001,0
test_pen1_tur_cam1_20250924_135422_0002,0
test_pen1_tur_cam1_20250924_135422_0003,3
test_pen1_tur_cam1_20250924_135422_0004,3
test_pen1_tur_cam1_20250924_135422_0005,1
test_pen1_tur_cam1_20250924_135422_0006,3
test_pen1_tur_cam1_20250924_135422_0007,4
test_pen1_tur_cam1_20250924_135422_0008,3
test_pen1_tur_cam1_20250924_135622_0000,3
test_pen1_tur_cam1_20250924_135622_0001,2
test_pen1_tur_cam1_20250924_135622_0002,0
test_pen1_tur_cam1_20250924_135622_0003,4
test_pen1_tur_cam1_20250924_135622_0004,0
test_pen1_tur_cam1_20250924_135622_0005,3
test_pen1_tur_cam1_20250924_135622_0006,1
test_pen1_tur_cam1_20250924_135622_0007,3
test_pen1_tur_cam1_20250924_135622_0008,3
test_pen1_tur_cam1_20250924_135723_0000,3
test_pen1_tur_cam1_20250924_135723_0001,0
test_pen1_tur_cam1_20250924_135723_0002,0
test_pen1_tur_cam1_20250924_135723_0003,4
test_pen1_tur_cam1_20250924_135723_0004,3
test_pen1_tur_cam1_20250924_135723_0005,1
test_pen1_tur_cam1_20250924_135723_0006,3
test_pen1_tur_cam1_20250924_135723_0007,4
test_pen1_tur_cam1_20250924_135723_0008,3
test_pen1_tur_cam1_20250924_135923_0000,1
test_pen1_tur_cam1_20250924_135923_0001,4
test_pen1_tur_cam1_20250924_135923_0002,0
test_pen1_tur_cam1_20250924_135923_0003,3
test_pen1_tur_cam1_20250924_135923_0004,0
test_pen1_tur_cam1_20250924_135923_0005,0
test_pen1_tur_cam1_20250924_135923_0006,3
test_pen1_tur_cam1_20250924_135923_0007,0
test_pen1_tur_cam1_20250924_135923_0008,4
test_pen1_tur_cam1_20250924_140726_0000,4
test_pen1_tur_cam1_20250924_140726_0001,4
test_pen1_tur_cam1_20250924_140726_0002,3
test_pen1_tur_cam1_20250924_140726_0003,4
test_pen1_tur_cam1_20250924_140726_0004,4
test_pen1_tur_cam1_20250924_140726_0005,2
test_pen1_tur_cam1_20250924_140726_0006,3
test_pen1_tur_cam1_20250924_140726_0007,3
test_pen1_tur_cam1_20250924_140726_0008,2
test_pen1_tur_cam1_20250924_141126_0000,0
test_pen1_tur_cam1_20250924_141126_0001,3
test_pen1_tur_cam1_20250924_141126_0002,4
test_pen1_tur_cam1_20250924_141126_0003,3
test_pen1_tur_cam1_20250924_141126_0004,0
test_pen1_tur_cam1_20250924_141126_0005,4
test_pen1_tur_cam1_20250924_141126_0006,3
test_pen1_tur_cam1_20250924_141126_0007,0
test_pen1_tur_cam1_20250924_141126_0008,3
test_pen1_tur_cam1_20250924_143232_0000,2
test_pen1_tur_cam1_20250924_143232_0001,3
test_pen1_tur_cam1_20250924_143232_0002,3
test_pen1_tur_cam1_20250924_143232_0003,0
test_pen1_tur_cam1_20250924_143232_0004,4
test_pen1_tur_cam1_20250924_143232_0005,3
test_pen1_tur_cam1_20250924_143232_0006,3
test_pen1_tur_cam1_20250924_143232_0007,3
test_pen1_tur_cam1_20250924_143232_0008,0
test_pen1_tur_cam1_20250924_143432_0000,3
test_pen1_tur_cam1_20250924_143432_0001,2
test_pen1_tur_cam1_20250924_143432_0002,4
test_pen1_tur_cam1_20250924_143432_0003,0
test_pen1_tur_cam1_20250924_143432_0004,3
test_pen1_tur_cam1_20250924_143432_0005,3
test_pen1_tur_cam1_20250924_143432_0006,3
test_pen1_tur_cam1_20250924_143432_0007,0
test_pen1_tur_cam1_20250924_143432_0008,3
test_pen1_tur_cam1_20250924_143733_0000,2
test_pen1_tur_cam1_20250924_143733_0001,3
test_pen1_tur_cam1_20250924_143733_0002,3
test_pen1_tur_cam1_20250924_143733_0003,3
test_pen1_tur_cam1_20250924_143733_0004,2
test_pen1_tur_cam1_20250924_143733_0005,3
test_pen1_tur_cam1_20250924_143733_0006,4
test_pen1_tur_cam1_20250924_143733_0007,0
test_pen1_tur_cam1_20250924_143733_0008,2
test_pen1_tur_cam1_20250924_143933_0000,4
test_pen1_tur_cam1_20250924_143933_0001,0
test_pen1_tur_cam1_20250924_143933_0002,4
test_pen1_tur_cam1_20250924_143933_0003,4
test_pen1_tur_cam1_20250924_143933_0004,0
test_pen1_tur_cam1_20250924_143933_0005,4
test_pen1_tur_cam1_20250924_143933_0006,3
test_pen1_tur_cam1_20250924_143933_0007,4
test_pen1_tur_cam1_20250924_143933_0008,4
test_pen1_tur_cam1_20250925_064105_0000,4
test_pen1_tur_cam1_20250925_064105_0001,3
test_pen1_tur_cam1_20250925_064105_0002,3
test_pen1_tur_cam1_20250925_064105_0003,3
test_pen1_tur_cam1_20250925_064105_0004,3
test_pen1_tur_cam1_20250925_064105_0005,1
test_pen1_tur_cam1_20250925_064105_0006,3
test_pen1_tur_cam1_20250925_064105_0007,3
test_pen1_tur_cam1_20250925_064105_0008,1
test_pen1_tur_cam1_20250925_064105_0009,1
test_pen1_tur_cam1_20250925_064305_0000,4
test_pen1_tur_cam1_20250925_064305_0001,3
test_pen1_tur_cam1_20250925_064305_0002,1
test_pen1_tur_cam1_20250925_064305_0003,3
test_pen1_tur_cam1_20250925_064305_0004,4
test_pen1_tur_cam1_20250925_064305_0005,4
test_pen1_tur_cam1_20250925_064305_0006,3
test_pen1_tur_cam1_20250925_064305_0007,1
test_pen1_tur_cam1_20250925_064305_0008,4
test_pen1_tur_cam1_20250925_070612_0000,1
test_pen1_tur_cam1_20250925_070612_0001,3
test_pen1_tur_cam1_20250925_070612_0002,3
test_pen1_tur_cam1_20250925_070612_0003,3
test_pen1_tur_cam1_20250925_070612_0004,4
test_pen1_tur_cam1_20250925_070612_0005,3
test_pen1_tur_cam1_20250925_070612_0006,3
test_pen1_tur_cam1_20250925_070612_0007,4
test_pen1_tur_cam1_20250925_070612_0008,0
test_pen1_tur_cam1_20250925_070812_0000,4
test_pen1_tur_cam1_20250925_070812_0001,3
test_pen1_tur_cam1_20250925_070812_0002,4
test_pen1_tur_cam1_20250925_070812_0003,3
test_pen1_tur_cam1_20250925_070812_0004,3
test_pen1_tur_cam1_20250925_070812_0005,4
test_pen1_tur_cam1_20250925_070812_0006,3
test_pen1_tur_cam1_20250925_070812_0007,3
test_pen1_tur_cam1_20250925_071012_0000,3
test_pen1_tur_cam1_20250925_071012_0001,3
test_pen1_tur_cam1_20250925_071012_0002,3
test_pen1_tur_cam1_20250925_071012_0003,3
test_pen1_tur_cam1_20250925_071012_0004,3
test_pen1_tur_cam1_20250925_071012_0005,3
test_pen1_tur_cam1_20250925_071012_0006,2
test_pen1_tur_cam1_20250925_071012_0007,2
test_pen1_tur_cam1_20250925_071012_0008,4
test_pen1_tur_cam1_20250925_071113_0000,3
test_pen1_tur_cam1_20250925_071113_0001,2
test_pen1_tur_cam1_20250925_071113_0002,3
test_pen1_tur_cam1_20250925_071113_0003,3
test_pen1_tur_cam1_20250925_071113_0004,3
test_pen1_tur_cam1_20250925_071113_0005,4
test_pen1_tur_cam1_20250925_071113_0006,3
test_pen1_tur_cam1_20250925_071113_0007,3
test_pen1_tur_cam1_20250925_071313_0000,3
test_pen1_tur_cam1_20250925_071313_0001,3
test_pen1_tur_cam1_20250925_071313_0002,3
test_pen1_tur_cam1_20250925_071313_0003,4
test_pen1_tur_cam1_20250925_071313_0004,3
test_pen1_tur_cam1_20250925_071313_0005,3
test_pen1_tur_cam1_20250925_071313_0006,3
test_pen1_tur_cam1_20250925_071313_0007,3
test_pen1_tur_cam1_20250925_071513_0000,3
test_pen1_tur_cam1_20250925_071513_0001,3
test_pen1_tur_cam1_20250925_071513_0002,3
test_pen1_tur_cam1_20250925_071513_0003,3
test_pen1_tur_cam1_20250925_071513_0004,3
test_pen1_tur_cam1_20250925_071513_0005,3
test_pen1_tur_cam1_20250925_071513_0006,3
test_pen1_tur_cam1_20250925_071513_0007,3
test_pen1_tur_cam1_20250925_071513_0008,4
test_pen1_tur_cam1_20250925_071614_0000,3
test_pen1_tur_cam1_20250925_071614_0001,4
test_pen1_tur_cam1_20250925_071614_0002,3
test_pen1_tur_cam1_20250925_071614_0003,3
test_pen1_tur_cam1_20250925_071614_0004,3
test_pen1_tur_cam1_20250925_071614_0005,3
test_pen1_tur_cam1_20250925_071614_0006,3
test_pen1_tur_cam1_20250925_071614_0007,3
test_pen1_tur_cam1_20250925_071614_0008,3
test_pen1_tur_cam1_20250925_071814_0000,3
test_pen1_tur_cam1_20250925_071814_0001,3
test_pen1_tur_cam1_20250925_071814_0002,3
test_pen1_tur_cam1_20250925_071814_0003,3
test_pen1_tur_cam1_20250925_071814_0004,3
test_pen1_tur_cam1_20250925_071814_0005,3
test_pen1_tur_cam1_20250925_071814_0006,3
test_pen1_tur_cam1_20250925_071814_0007,3
test_pen1_tur_cam1_20250925_071814_0008,3
test_pen1_tur_cam1_20250925_072516_0000,3
test_pen1_tur_cam1_20250925_072516_0001,3
test_pen1_tur_cam1_20250925_072516_0002,3
test_pen1_tur_cam1_20250925_072516_0003,3
test_pen1_tur_cam1_20250925_072516_0004,3
test_pen1_tur_cam1_20250925_072516_0005,3
test_pen1_tur_cam1_20250925_072516_0006,3
test_pen1_tur_cam1_20250925_072516_0007,4
test_pen1_tur_cam1_20250925_072516_0008,3
test_pen1_tur_cam1_20250925_072617_0000,3
test_pen1_tur_cam1_20250925_072617_0001,3
test_pen1_tur_cam1_20250925_072617_0002,3
test_pen1_tur_cam1_20250925_072617_0003,3
test_pen1_tur_cam1_20250925_072617_0004,4
test_pen1_tur_cam1_20250925_072617_0005,3
test_pen1_tur_cam1_20250925_072617_0006,3
test_pen1_tur_cam1_20250925_072617_0007,4
test_pen1_tur_cam1_20250925_072617_0008,3
test_pen1_tur_cam1_20250925_073017_0000,4
test_pen1_tur_cam1_20250925_073017_0001,3
test_pen1_tur_cam1_20250925_073017_0002,3
test_pen1_tur_cam1_20250925_073017_0003,0
test_pen1_tur_cam1_20250925_073017_0004,3
test_pen1_tur_cam1_20250925_073017_0005,4
test_pen1_tur_cam1_20250925_073017_0006,4
test_pen1_tur_cam1_20250925_073017_0007,3
test_pen1_tur_cam1_20250925_073017_0008,4
test_pen1_tur_cam1_20250925_073620_0000,3
test_pen1_tur_cam1_20250925_073620_0001,1
test_pen1_tur_cam1_20250925_073620_0002,3
test_pen1_tur_cam1_20250925_073620_0003,3
test_pen1_tur_cam1_20250925_073620_0004,0
test_pen1_tur_cam1_20250925_073620_0005,1
test_pen1_tur_cam1_20250925_073620_0006,1
test_pen1_tur_cam1_20250925_073620_0007,3
test_pen1_tur_cam1_20250925_073620_0008,4
test_pen1_tur_cam1_20250925_073820_0000,4
test_pen1_tur_cam1_20250925_073820_0001,4
test_pen1_tur_cam1_20250925_073820_0002,1
test_pen1_tur_cam1_20250925_073820_0003,4
test_pen1_tur_cam1_20250925_073820_0004,3
test_pen1_tur_cam1_20250925_073820_0005,4
test_pen1_tur_cam1_20250925_073820_0006,4
test_pen1_tur_cam1_20250925_073820_0007,3
test_pen1_tur_cam1_20250925_073820_0008,1
test_pen1_tur_cam1_20250925_074321_0000,3
test_pen1_tur_cam1_20250925_074321_0001,4
test_pen1_tur_cam1_20250925_074321_0002,3
test_pen1_tur_cam1_20250925_074321_0003,2
test_pen1_tur_cam1_20250925_074321_0004,4
test_pen1_tur_cam1_20250925_074321_0005,2
test_pen1_tur_cam1_20250925_074321_0006,4
test_pen1_tur_cam1_20250925_074321_0007,1
test_pen1_tur_cam1_20250925_074321_0008,3
test_pen1_tur_cam1_20250925_074521_0000,3
test_pen1_tur_cam1_20250925_074521_0001,4
test_pen1_tur_cam1_20250925_074521_0002,4
test_pen1_tur_cam1_20250925_074521_0003,3
test_pen1_tur_cam1_20250925_074521_0004,1
test_pen1_tur_cam1_20250925_074521_0005,3
test_pen1_tur_cam1_20250925_074521_0006,4
test_pen1_tur_cam1_20250925_074521_0007,4
test_pen1_tur_cam1_20250925_074521_0008,4
test_pen1_tur_cam1_20250925_074623_0000,4
test_pen1_tur_cam1_20250925_074623_0001,3
test_pen1_tur_cam1_20250925_074623_0002,4
test_pen1_tur_cam1_20250925_074623_0003,1
test_pen1_tur_cam1_20250925_074623_0004,3
test_pen1_tur_cam1_20250925_074623_0005,4
test_pen1_tur_cam1_20250925_074623_0006,4
test_pen1_tur_cam1_20250925_074623_0007,3
test_pen1_tur_cam1_20250925_074822_0000,4
test_pen1_tur_cam1_20250925_074822_0001,2
test_pen1_tur_cam1_20250925_074822_0002,3
test_pen1_tur_cam1_20250925_074822_0003,3
test_pen1_tur_cam1_20250925_074822_0004,3
test_pen1_tur_cam1_20250925_074822_0005,4
test_pen1_tur_cam1_20250925_074822_0006,3
test_pen1_tur_cam1_20250925_074822_0007,0
test_pen1_tur_cam1_20250925_074822_0008,4
test_pen1_tur_cam1_20250925_075022_0000,3
test_pen1_tur_cam1_20250925_075022_0001,4
test_pen1_tur_cam1_20250925_075022_0002,0
test_pen1_tur_cam1_20250925_075022_0003,3
test_pen1_tur_cam1_20250925_075022_0004,1
test_pen1_tur_cam1_20250925_075022_0005,3
test_pen1_tur_cam1_20250925_075022_0006,3
test_pen1_tur_cam1_20250925_075022_0007,3
test_pen1_tur_cam1_20250925_075022_0008,4
test_pen1_tur_cam1_20250925_075124_0000,3
test_pen1_tur_cam1_20250925_075124_0001,3
test_pen1_tur_cam1_20250925_075124_0002,2
test_pen1_tur_cam1_20250925_075124_0003,3
test_pen1_tur_cam1_20250925_075124_0004,1
test_pen1_tur_cam1_20250925_075124_0005,0
test_pen1_tur_cam1_20250925_075124_0006,3
test_pen1_tur_cam1_20250925_075124_0007,3
test_pen1_tur_cam1_20250925_075124_0008,4
test_pen1_tur_cam1_20250925_075324_0000,3
test_pen1_tur_cam1_20250925_075324_0001,2
test_pen1_tur_cam1_20250925_075324_0002,1
test_pen1_tur_cam1_20250925_075324_0003,3
test_pen1_tur_cam1_20250925_075324_0004,4
test_pen1_tur_cam1_20250925_075324_0005,3
test_pen1_tur_cam1_20250925_075324_0006,0
test_pen1_tur_cam1_20250925_075324_0007,3
test_pen1_tur_cam1_20250925_075324_0008,3
test_pen1_tur_cam1_20250925_075524_0000,3
test_pen1_tur_cam1_20250925_075524_0001,0
test_pen1_tur_cam1_20250925_075524_0002,1
test_pen1_tur_cam1_20250925_075524_0003,3
test_pen1_tur_cam1_20250925_075524_0004,0
test_pen1_tur_cam1_20250925_075524_0005,3
test_pen1_tur_cam1_20250925_075524_0006,4
test_pen1_tur_cam1_20250925_075524_0007,3
test_pen1_tur_cam1_20250925_075524_0008,4
test_pen1_tur_cam1_20250925_075625_0000,3
test_pen1_tur_cam1_20250925_075625_0001,4
test_pen1_tur_cam1_20250925_075625_0002,3
test_pen1_tur_cam1_20250925_075625_0003,2
test_pen1_tur_cam1_20250925_075625_0004,3
test_pen1_tur_cam1_20250925_075625_0005,3
test_pen1_tur_cam1_20250925_075625_0006,4
test_pen1_tur_cam1_20250925_075625_0007,2
